Source,Production_Consumption,Continent,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
NaturalGas,Consumption,Middle East,        Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001459726,0.005526107,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Middle East,        Oman,0.029316,0.034551,0.042927,0.053397,0.049209,0.057585,0.07329,0.08376,0.076431,0.103653,0.103651392,0.11278284,0.122386605,0.146419757,0.15344832,0.13570167,0.133848794,0.166016874,0.242554721,0.190050498,0.231832027,0.234420264,0.241815225,0.236269004,0.247361445,0.345714427,0.39821865,0.393147518,0.487485435,0.531113939,0.631711895,0.632433027,0.761155143,0.758991746,0.814771329,0.790361001,0.786275821,0.791420479,0.861640741,0.866672727,0.85350046,0.935495659
NaturalGas,Consumption,Middle East,        Palestinian Territories,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Middle East,        Qatar,0.192648,0.164379,0.194742,0.182178,0.218823,0.199977,0.202071,0.207306,0.216729,0.225105,0.232436075,0.282117291,0.466621725,0.499159868,0.49914678,0.49915725,0.506554829,0.537613665,0.546857366,0.51579853,0.556840563,0.371966538,0.410790084,0.451462369,0.555731319,0.691428854,0.725075926,0.772928811,0.792585528,0.827857762,0.855322237,0.999706908,1.452478404,1.631899899,1.611380013,1.575793899,1.510507472,1.564886672,1.661852936,1.685557486,1.644943121,1.577570135
NaturalGas,Consumption,Middle East,        Saudi Arabia,0.349698,0.590508,0.45021,0.437646,0.64914,0.749652,0.93183,0.990462,1.076316,1.101444,1.127622841,1.18311,1.25714337,1.3273955,1.39394439,1.40651886,1.528538439,1.676437659,1.73116037,1.708235991,1.841715037,1.98517728,2.096471444,2.220706788,2.428505192,2.634085108,2.716169175,2.751664988,2.974253314,2.900673452,3.241211406,3.411295509,3.600976259,3.624640134,3.714119162,3.784001544,3.914854267,4.040234766,4.112680355,4.16933652,4.206836718,4.273360955
NaturalGas,Consumption,Middle East,        Syria,0.016354,0.0084656,0.008658,0.0084656,0.008658,0.00481,0.008658,0.021164,0.017316,0.03367,0.099086,0.119288,0.122302908,0.125700211,0.12909078,0.09988446,0.136571581,0.154917017,0.195344923,0.205197101,0.207235483,0.189909238,0.251428674,0.253277414,0.262521116,0.225546311,0.231092531,0.22184883,0.223327822,0.274353053,0.356067372,0.300235417,0.238487492,0.195966467,0.181176545,0.158991662,0.138655692,0.136815746,0.136079768,0.130559932,0.114736401,0.120734623
NaturalGas,Consumption,Middle East,        United Arab Emirates,0.109935,0.140298,0.095277,0.190554,0.252327,0.394719,0.451257,0.60726,0.650187,0.734994,0.694165051,0.82713,0.944394,0.835035897,0.80124816,0.91660662,1.003865956,1.072269345,1.123664324,1.145109711,1.162118121,1.200941666,1.347361894,1.400605613,1.486756909,1.525210706,1.593244347,1.818051162,2.197782409,2.165947102,2.238454695,2.507372451,2.415194263,2.465849745,2.452095118,2.745044009,2.761756479,2.753954862,2.448900885,2.732003834,2.775335212,2.79804426
NaturalGas,Consumption,Middle East,        Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013794039,0.036400936,0.025289072,0.018008884,0.039083111,0.019158388,0.031036588,0.018698691,0.011071792,0.003444893,0.003444893,0.004588928,0.004588928
NaturalGas,Consumption,Central & South America,        Antarctica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Antigua and Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Argentina,0.368334,0.371412,0.467856,0.460674,0.586872,0.593028,0.64125,0.62073,0.731538,0.821826,0.73517004,0.81594645,0.82259265,0.870573825,0.89492755,0.99604175,1.055828447,1.053245155,1.125946379,1.194219103,1.225587652,1.152148344,1.117089377,1.276146372,1.399037274,1.492404837,1.541118348,1.620831366,1.638914412,1.59204611,1.597581736,1.702389593,1.713829887,1.72242856,1.737374751,1.734127183,1.78723184,1.810186042,1.910364385,1.980163285,1.848911044,1.824563637
NaturalGas,Consumption,Central & South America,        Aruba,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Barbados,0.0004188,0.0004188,0.0004188,0.0004188,0.0004188,0.0004188,0.0004188,0.0004188,0.0009423,0.001047,0.001257143,0.001220169,0.001774791,0.001737816,0.001700841,0.001737816,0.001663866,0.001589917,0.001368068,0.001737816,0.001401796,0.001183194,0.001072269,0.001072269,0.001109244,0.000974338,0.000993294,0.000696633,0.000629339,0.000603749,0.000597114,0.000610383,0.000698529,0.000818899,0.000525081,0.000655878,0.000739234,0.000805376,0.000750586,0.000774371,0.00080395,0.000862582
NaturalGas,Consumption,Central & South America,        Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Bolivia,0.013062,0.019593,0.012,0.015,0.014,0.011,0.014,0.014,0.019,0.026,0.03,0.026,0.032,0.03002,0.03496,0.04500384,0.038749384,0.049451595,0.032106632,0.033213758,0.046499261,0.030261424,0.037642259,0.082665352,0.078974935,0.077867809,0.08857002,0.092629479,0.105951886,0.104438815,0.100379356,0.08857002,0.117724318,0.12436707,0.118019552,0.099641273,0.117650357,0.117502741,0.118751148,0.113374123,0.09089733,0.111506646
NaturalGas,Consumption,Central & South America,        Brazil,0.056616,0.056616,0.050922,0.063099,0.081918,0.101844,0.09963,0.116235,0.107379,0.136161,0.113975,0.1396605,0.152986699,0.15184,0.158288,0.1656408,0.18547438,0.202736352,0.21302008,0.240198504,0.346708544,0.412083672,0.491782564,0.519328264,0.632449272,0.695330455,0.722605642,0.742034542,0.883641336,0.699440414,0.941554404,0.936323546,1.130238918,1.334578641,1.41169643,1.471739205,1.256183254,1.283290145,1.222534992,1.212209558,1.142222222,1.399443524
NaturalGas,Consumption,Central & South America,        British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Chile,0.085,0.085,0.049,0.046,0.048,0.044,0.026,0.026,0.035,0.057,0.066,0.052,0.05444455,0.0618,0.06851,0.0671,0.067116158,0.1038261,0.119770823,0.170200643,0.193190708,0.235091955,0.260058954,0.283730987,0.308995973,0.308995973,0.276025536,0.164584004,0.101949037,0.120586599,0.1960037,0.211450441,0.180746423,0.181580239,0.15112451,0.162767495,0.177554307,0.189709882,0.199864368,0.236882134,0.237029669,0.250393921
NaturalGas,Consumption,Central & South America,        Colombia,0.1188,0.1272,0.1272,0.1224,0.1716,0.1728,0.1728,0.13006,0.135634,0.135634,0.140279,0.143995,0.140088601,0.145853,0.15091605,0.14927172,0.15550819,0.195861581,0.205375795,0.169943549,0.18700352,0.199798497,0.202095032,0.199798497,0.208656559,0.218826925,0.236871125,0.247369568,0.246057263,0.285098348,0.297893326,0.290019493,0.331029037,0.351041695,0.384833559,0.377615879,0.357679456,0.348562353,0.378752206,0.38326167,0.384116271,0.38509218
NaturalGas,Consumption,Central & South America,        Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Cuba,0.0006282,0.0003141,0.0003141,0.0003141,0.0001047,0.0002094,0.0002094,0.0008376,0.0007329,0.0011517,0.00119358,0.00123546,0.00127734,0.00130875,0.00127734,0.00151648,0.001589917,0.027731104,0.014789922,0.018487403,0.022184883,0.011092442,0.012941182,0.013680678,0.013680678,0.014789922,0.014012992,0.021019488,0.040637677,0.040637677,0.037484754,0.036083454,0.036223584,0.038080306,0.042038976,0.0437906,0.041723701,0.037009675,0.034196003,0.033532402,0.031571479,0.03157758
NaturalGas,Consumption,Central & South America,        Dominica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011092442,0.004806725,0.009243701,0.009243701,0.017747906,0.017378158,0.020705891,0.03031934,0.034386569,0.04732775,0.039526067,0.039526067,0.040968084,0.038564742,0.042594962,0.046717102,0.050064882,0.052517419,0.069454853
NaturalGas,Consumption,Central & South America,        Ecuador,0.0039,0.0026,0.0026,0.0039,0.0052,0.0052,0.0039,0.00247,0.00364,0.00364,0.0052,0.004194015,0.00459095,0.004589,0.004589,0.005512,0.00550914,0.00459095,0.00459095,0.00459095,0.00642733,0.00734552,0.00459095,0.006886425,0.007804615,0.01193647,0.01285466,0.012625113,0.010256182,0.011676269,0.012306571,0.008987526,0.019280295,0.01920571,0.021555146,0.018534442,0.020399058,0.017817223,0.014142258,0.012768994,0.010751004,0.011116827
NaturalGas,Consumption,Central & South America,        El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Falkland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
NaturalGas,Consumption,Central & South America,        Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
NaturalGas,Consumption,Central & South America,        Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211568,1.36E-05,4.77E-05,4.77E-05
NaturalGas,Consumption,Central & South America,        Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40E-05,2.20E-05,0.00004368,0.00012272,0.000122936
NaturalGas,Consumption,Central & South America,        Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000634991,0.007273815,0.003608324,0.010339353,0.025590206,0.026236876
NaturalGas,Consumption,Central & South America,        Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
NaturalGas,Consumption,Central & South America,        Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00705744,0.021300219,0.013774051,0.010771405
NaturalGas,Consumption,Central & South America,        Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Peru,0.04268,0.052283,0.049082,0.049082,0.049082,0.050149,0.052283,0.043663,0.040876,0.038089,0.017651,0.0170604,0.016602884,0.0314931,0.03215269,0.03050836,0.031823406,0.007873832,0.01345113,0.01345113,0.011154596,0.012138825,0.014435359,0.01705997,0.036627305,0.067292026,0.075810004,0.113715006,0.166151778,0.157957991,0.233818496,0.243188272,0.281519173,0.298981028,0.326238557,0.331775243,0.353950408,0.31870111,0.323960906,0.340539843,0.28575089,0.345945875
NaturalGas,Consumption,Central & South America,        Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012941182,0.023294127,0.023294127,0.027361356,0.025142867,0.024773119,0.02662186,0.027222,0.029824842,0.027978981,0.028471071,0.027731104,0.050285735,0.059372155,0.061472755,0.05797598,0.064217697,0.048615198,0.06310142,0.071951498,0.050526579,0.074859897
NaturalGas,Consumption,Central & South America,        Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Saint Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Saint Vincent/Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189125,0.000205683,0.000205683,0.000241651,0.00025587
NaturalGas,Consumption,Central & South America,        The Bahamas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71E-06,0.000117222,0.000133479,0.000219897,0.000415837
NaturalGas,Consumption,Central & South America,        Trinidad and Tobago,0.084645,0.084645,0.10659,0.132715,0.20064,0.22572,0.15884,0.149435,0.16093,0.16929,0.184965,0.210045,0.202972963,0.22781,0.2609156,0.2801018,0.31626878,0.343208828,0.343208828,0.35206583,0.370148875,0.414802927,0.442112017,0.532527245,0.493039778,0.558360168,0.745095293,0.747309544,0.8096776,0.773511508,0.860605361,0.873521822,0.841046148,0.925556709,0.910499806,0.879685081,0.774675742,0.643113883,0.650461913,0.65988316,0.599593164,0.602243202
NaturalGas,Consumption,Central & South America,        Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Central & South America,        Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000739496,0.001478992,0.001478992,0.000739496,0.002218488,0.004436977,0.003327732,0.004436977,0.003327732,0.002588236,0.001478992,0.002957984,0.002957984,0.002218488,0.002218488,0.002045737,0.002082106,0.002354871,0.002659458,0.002032659,0.003581506,0.002204366,0.003202991
NaturalGas,Consumption,Central & South America,        Venezuela,0.615747,0.681252,0.7146,0.686016,0.72651,0.736038,0.802734,0.782487,0.781296,0.915879,0.90620808,0.94503468,0.909256647,0.970665,1.04350656,1.06025202,1.144036488,1.183573043,1.322371588,1.126371219,1.144036488,1.333727832,1.194929288,1.026268026,1.144036488,0.986058508,1.09356429,0.876071177,0.86747766,0.788722385,0.812814913,0.878265439,0.943024991,0.907478254,0.910434084,1.017381395,0.946326912,1.039568963,0.894796645,0.737774962,0.550319895,0.611939161
NaturalGas,Consumption,North America,        Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,North America,        Canada,1.915011,1.864104,1.901757,1.90026,2.055323,2.20397,2.15982,2.14368,2.370627,2.460978,2.41090668,2.4364872,2.63981673,2.736457155,2.83340565,2.93280208,2.984291073,2.953655169,2.864653353,3.179016924,3.051184217,3.190093509,3.24322083,3.457259041,3.424499964,3.228985,3.391436402,3.135923972,3.016451561,3.208064394,3.552594711,3.680321941,3.864857492,4.115150439,4.275888143,4.251207033,4.071426084,4.346019532,4.630510995,4.571284746,4.427291343,4.580516341
NaturalGas,Consumption,North America,        Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,North America,        Mexico,0.843744,0.910845,0.992036,0.99414,0.99803,1.04049,0.92488,0.938543,0.952816,0.92505,1.01898,1.091857572,1.100451774,1.175401505,1.223542384,1.23199457,1.303024335,1.325354999,1.512220154,1.452299251,1.545859387,1.591412029,1.791921805,1.984741705,2.032408762,1.998115496,2.25420986,2.33925098,2.401444297,2.60386518,2.349203019,2.414286583,2.510130826,2.620203332,2.550020102,2.736557814,2.844381592,2.861173018,3.022042393,3.014750733,2.961715766,3.011911022
NaturalGas,Consumption,North America,        Saint Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,North America,        U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,North America,        United States,20.2354591,19.74730967,18.35622215,17.22083607,18.39361252,17.70348219,16.59136414,17.63980088,18.44839265,19.60160567,19.60326685,20.0329575,20.71363202,21.2289997,21.72806683,22.67113874,23.08464704,23.22271633,22.83022619,22.90922744,23.82397678,22.77255777,23.51008092,22.83064221,22.92306137,22.565364,22.23873772,23.66275901,23.84295333,23.41593999,24.57475399,24.95453854,26.08858161,26.80513443,27.38283255,28.19109483,28.40035185,28.05509257,31.16283433,32.26369225,31.5769756,31.73107028
NaturalGas,Consumption,Europe,        Albania,0.01047,0.011517,0.01047,0.011517,0.011517,0.01047,0.014658,0.016752,0.026175,0.026175,0.009425153,0.00522,0.003760488,0.001105596,0.00110664,0.00110664,0.001106066,0.000737377,0.001106066,0.000737377,0.001106066,0.001106066,0.001106066,0.001106066,0.001106066,0.001106066,0.001106066,0.000364451,0.001064747,0.001064747,0.000350325,0.000350325,0.000595552,0.000665617,0.001121039,0.001226137,0.001576448,0.001751609,0.001503678,0.002730014,0.001953109,0.002065834
NaturalGas,Consumption,Europe,        Austria,0.185256,0.172515,0.16709,0.170345,0.188825,0.202852,0.196378,0.20501,0.195299,0.20943,0.23091,0.24168,0.237330926,0.25031524,0.25763931,0.27854852,0.299230104,0.288381089,0.296076758,0.30107323,0.272599593,0.288680702,0.291939429,0.315671462,0.315337664,0.359902157,0.337640252,0.318425537,0.336455046,0.32841608,0.358144972,0.338022841,0.323039816,0.31130138,0.284155402,0.303215693,0.316651424,0.343709147,0.320216953,0.334443627,0.316412865,0.335047088
NaturalGas,Consumption,Europe,        Belgium,0.395115,0.363165,0.30033,0.316305,0.32589,0.32589,0.28968,0.32376,0.318435,0.35358,0.36274965,0.3851192,0.3969064,0.41653655,0.42589095,0.47116412,0.524703737,0.500520201,0.551219122,0.586873852,0.589845079,0.582322984,0.60015035,0.639378075,0.651563869,0.640506389,0.659274016,0.664200989,0.659687732,0.666156733,0.744707751,0.636940665,0.635072728,0.63940759,0.560064367,0.612696048,0.622886109,0.62996552,0.649099473,0.654131166,0.650444579,0.649508699
NaturalGas,Consumption,Europe,        Bosnia and Herzegovina,--,--,--,--,--,--,--,--,--,--,--,--,0.01753856,0.014046396,0.01451296,0.08582784,0.004904547,0.004904547,0.007006496,0.007006496,0.010509744,0.010509744,0.005605197,0.005605197,0.010509744,0.014352016,0.014352016,0.011481613,0.011122812,0.007534808,0.008252409,0.00932881,0.00861121,0.00861121,0.006063727,0.007176008,0.007498926,0.008144761,0.008130732,0.007830971,0.007004228,0.008083093
NaturalGas,Consumption,Europe,        Bulgaria,0.16992,0.156704,0.16992,0.173696,0.170864,0.206736,0.212175,0.210289,0.208403,0.210289,0.227729785,0.183215427,0.193688649,0.17026421,0.166419,0.20606804,0.2170698,0.180429985,0.13409388,0.118654515,0.113373157,0.102810441,0.106003848,0.106003848,0.10990594,0.123636719,0.127892341,0.120671355,0.116081818,0.074856499,0.092211703,0.114720071,0.108075738,0.108003865,0.103828925,0.114407042,0.115445167,0.120273534,0.113609724,0.10634737,0.108334185,0.122604928
NaturalGas,Consumption,Europe,        Croatia,--,--,--,--,--,--,--,--,--,--,--,--,0.10053294,0.108631977,0.09540264,0.08578071,0.09243963,0.103529454,0.098722729,0.098352981,0.10242021,0.105008446,0.097243737,0.112773155,0.101680714,0.099462225,0.100941218,0.103048782,0.109630297,0.099129452,0.104971471,0.091290794,0.10626559,0.091475668,0.074060534,0.075946249,0.081418474,0.095209959,0.101951377,0.107011227,0.111260298,0.107028423
NaturalGas,Consumption,Europe,        Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Europe,        Czechia,--,--,--,--,--,--,--,--,--,--,--,--,--,0.26141224,0.24100218,0.28869487,0.332377117,0.337206619,0.337693154,0.340497836,0.330409541,0.35398467,0.342388813,0.345847282,0.343467086,0.339268239,0.333725479,0.311009246,0.313530596,0.296928308,0.33554355,0.303907764,0.302288634,0.306271652,0.272570018,0.285831144,0.308463489,0.317036897,0.300427716,0.315500036,0.320236405,0.343556587
NaturalGas,Consumption,Europe,        Denmark,0,0,0,0.002266,0.0073899,0.029484,0.04914,0.063162,0.069824,0.075348,0.079497,0.089544,0.09420992,0.106801263,0.118399329,0.13960848,0.162104326,0.185077439,0.190949618,0.202102801,0.206425004,0.204118934,0.203960511,0.206490019,0.205535843,0.19742593,0.201218407,0.179677211,0.181174849,0.173688528,0.195873521,0.165713108,0.154223584,0.146204654,0.123864631,0.126280015,0.12869022,0.123040067,0.117035301,0.108842421,0.086455374,0.08511379
NaturalGas,Consumption,Europe,        Estonia,--,--,--,--,--,--,--,--,--,--,--,--,0.05275812,0.02125357,0.0226678,0.02636262,0.02884882,0.0374339,0.056560504,0.035350315,0.039671458,0.0449846,0.026265284,0.029941717,0.034148404,0.034607958,0.035632835,0.03482059,0.033441398,0.023152938,0.024801753,0.022190382,0.024047034,0.02446609,0.019203772,0.017215539,0.018933423,0.018019655,0.018459159,0.016975797,0.015245076,0.016478783
NaturalGas,Consumption,Europe,        Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaturalGas,Consumption,Europe,        Finland,0.032512,0.02639,0.02436,0.023345,0.02842,0.035525,0.043645,0.057855,0.061915,0.082215,0.096425,0.1015,0.1054179,0.1091125,0.12093725,0.12495665,0.130797402,0.128610873,0.147106751,0.147106751,0.150512,0.163129343,0.16234076,0.179617917,0.173488469,0.158971355,0.170728425,0.163953772,0.169796462,0.15362417,0.169322246,0.148142744,0.132478749,0.126025286,0.111551299,0.099067144,0.090526946,0.08522112,0.094359634,0.092926146,0.087916309,0.090572785
NaturalGas,Consumption,Europe,        Former Czechoslovakia,0.335075,0.3367,0.353276,0.358456,0.377104,0.399267,0.418887,0.446664,0.418496,0.453706,0.535192,0.490896,0.400314,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
NaturalGas,Consumption,Europe,        Former Serbia and Montenegro,--,--,--,--,--,--,--,--,--,--,--,--,0.074908662,0.035569762,0.06027579,0.04085394,0.102826933,0.101754663,0.108705927,0.063929438,0.020077319,0.022258833,0.084672303,0.081344571,0.086521044,0.088739532,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
NaturalGas,Consumption,Europe,        Former Yugoslavia,0.142494,0.16485,0.16275,0.158089,0.208,0.220688,0.237664,0.279043,0.273738,0.304507,0.263128,0.262067,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
NaturalGas,Consumption,Europe,        France,0.929988,0.96288,0.931029,0.974025,1.031524,1.06338,1.074808,1.0899,1.052559,1.070592,1.087727,1.23192036,1.24621289,1.255708852,1.249511092,1.27498294,1.407634958,1.396254876,1.429754367,1.501561028,1.576767145,1.653257599,1.694640775,1.663364046,1.765623219,1.881289379,1.924728242,1.790431654,1.877090073,1.795360921,1.826858449,1.767565112,1.64709762,1.719898427,1.412209099,1.488465874,1.629960521,1.639354357,1.59933963,1.630044261,1.510526144,1.609003719
NaturalGas,Consumption,Europe,        Germany,--,--,--,--,--,--,--,--,--,--,--,2.478968,2.44632885,2.53269427,2.65374903,3.05739348,3.061533065,2.933566338,3.048520477,3.078508315,3.042348262,3.181100262,3.173896779,3.214567934,3.236585848,3.266627612,3.334677286,3.199178222,3.334244677,3.099683224,3.422174626,3.102918741,3.106529864,3.181564743,2.878313779,2.961439759,3.201450165,3.398358444,3.387203912,3.484291161,3.187038838,3.313395621
NaturalGas,Consumption,Europe,"        Germany, East",0.19227,0.19422,0.1911,0.19344,0.22932,0.2262,0.23478,0.21645,0.23478,0.22932,0.13923,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
